Thirty-three CD-HL
stood VBD
above IN
him PPO
, ,
his PP$
face NN
ashen JJ
. .
What WDT
now RB
? .
? .
Slowly RB
, ,
like CS
a AT
man NN
grown VBN
old JJ
, ,
he PPS
took VBD
Eli's NP$
hand NN
and CC
led VBD
him PPO
below RB
to IN
the AT
tower NN
study NN
, ,
guiding VBG
him PPO
to IN
a AT
chair NN
beside IN
the AT
little JJ
hearth NN
where WRB
a AT
fire NN
still RB
burned VBD
. .
`` ``
Plot NN
'' ''
? .
? .
John NP
asked VBD
tiredly RB
. .
`` ``
Monsieur NP
Favre NP
just RB
paid VBD
me PPO
a AT
visit NN
. .
I PPSS
went VBD
to IN
your PP$
rooms NNS
, ,
and CC
Anthony NP
told VBD
me PPO
you PPSS
were BED
here RB
. .
Two CD
Anabaptists NPS
, ,
Caroli NP
and CC
Benoit NP
, ,
are BER
to TO
challenge VB
you PPO
and CC
William NP
to IN
a AT
debate NN
before IN
the AT
Council NN-TL
. .
It PPS
is BEZ
to TO
be BE
a AT
trap NN
. .
You PPSS
know VB
the AT
law NN
: :
if CS
you PPSS
lose VB
the AT
debate NN
after CS
accepting VBG
a AT
challenge NN
, ,
you PPSS
will MD
be BE
banished VBN
'' ''
! .
! .
`` ``
What WDT
will MD
be BE
the AT
subject NN
'' ''
? .
? .
`` ``
You PPSS
are BER
to TO
be BE
accused VBN
of IN
Arianism NP
to TO
confuse VB
the AT
religious JJ
who WPS
remain VB
loyal JJ
'' ''
. .
Anger NN
and CC
fear NN
fused VBD
in IN
John NP
. .
Ever RB
since CS
the AT
fourth OD
century NN
a AT
controversy NN
had HVD
raged VBN
over IN
the AT
person NN
of IN
Christ NP
. .
Those DTS
who WPS
refused VBD
to TO
believe VB
that CS
He PPS
was BEDZ
the AT
eternal JJ
Son NN-TL
of IN-TL
God NP-TL
were BED
termed VBN
Arianists NPS
. .
Peter NP
Caroli NP
had HVD
come VBN
to IN
Geneva NP
, ,
saying VBG
that CS
he PPS
had HVD
been BEN
a AT
bishop NN
of IN
the AT
Church NN-TL
of IN-TL
Rome NP-TL
and CC
had HVD
been BEN
persecuted VBN
in IN
Paris NP
for IN
his PP$
Reformed VBN-TL
faith NN
. .
He PPS
asked VBD
to TO
be BE
appointed VBN
a AT
preacher NN
. .
But CC
Michael NP
Sept NP
had HVD
unmasked VBN
him PPO
, ,
revealing VBG
he PPS
had HVD
never RB
been BEN
a AT
bishop NN
, ,
but CC
was BEDZ
an AT
Anabaptist NP
, ,
afraid JJ
to TO
state VB
his PP$
faith NN
, ,
because CS
he PPS
knew VBD
John NP
Calvin NP
had HVD
written VBN
a AT
book NN
against IN
their PP$
belief NN
that CS
the AT
soul NN
slept VBD
after IN
death NN
. .
So RB
John NP
had HVD
refused VBN
to TO
agree VB
to IN
his PP$
appointment NN
as CS
a AT
preacher NN
, ,
and CC
now RB
Caroli NP
sought VBD
revenge NN
. .
John NP
sighed VBD
. .
`` ``
If CS
William NP
agrees VBZ
, ,
we PPSS
should MD
insist VB
on IN
a AT
public JJ
debate NN
'' ''
, ,
he PPS
said VBD
at IN
length NN
. .
`` ``
There EX
is BEZ
more AP
to IN
the AT
conspiracy NN
. .
Bern NP
demands VBZ
that CS
the AT
Lord's NP$-TL
Supper NN-TL
be BE
administered VBN
here RB
as CS
it PPS
used VBD
to TO
be BE
, ,
with IN
unleavened JJ
bread NN
. .
Furthermore RB
, ,
Bern NP
decrees VBZ
that CS
we PPSS
must MD
do DO
as CS
we PPSS
are BER
ordered VBN
by IN
the AT
Council NN-TL
, ,
preach VB
only RB
the AT
word NN
of IN
God NP
and CC
stop VB
meddling VBG
in IN
politics NN
'' ''
! .
! .
`` ``
It PPS
was BEDZ
always RB
the AT
spirit NN
with IN
Christ NP
; .
; .
matters NNS
such JJ
as CS
leavened JJ
or CC
unleavened JJ
bread NN
are BER
inconsequential JJ
. .
Geneva NP
must MD
remain VB
a AT
sovereign NN
state NN
. .
We PPSS
will MD
not *
yield VB
to IN
the AT
demands NNS
of IN
Bern NP
'' ''
! .
! .
The AT
firelight NN
played VBD
over IN
Eli's NP$
flowing VBG
white JJ
locks NNS
and CC
rugged JJ
features NNS
. .
`` ``
Monsieur NP
Favre NP
indicated VBD
that CS
if CS
I PPSS
would MD
co-operate VB
, ,
after CS
you PPSS
and CC
William NP
are BER
banished VBN
, ,
following IN
the AT
debate NN
, ,
I PPSS
will MD
be BE
given VBN
a AT
place NN
of IN
influence NN
'' ''
. .
`` ``
What WDT
was BEDZ
your PP$
reply NN
to IN
that DT
'' ''
? .
? .
`` ``
That CS
I PPSS
would MD
rather RB
be BE
banished VBN
with IN
two CD
such JJ
Christians NPS
than CS
be BE
made VBN
the AT
Chief JJS-TL
Syndic NN-TL
'' ''
! .
! .
The AT
following VBG
morning NN
, ,
as CS
John NP
entered VBD
the AT
Place NN-TL
Molard NP-TL
on IN
his PP$
way NN
to TO
visit VB
a AT
sick JJ
refugee NN
, ,
he PPS
had HVD
a AT
premonition NN
of IN
danger NN
. .
Then RB
suddenly RB
a AT
group NN
of IN
men NNS
and CC
dogs NNS
circled VBD
him PPO
. .
He PPS
wanted VBD
to TO
run VB
, ,
but CC
he PPS
knew VBD
that CS
if CS
he PPS
did DOD
, ,
he PPS
would MD
be BE
lost VBN
. .
He PPS
stood VBD
very QL
still RB
, ,
his PP$
heart NN
thumping VBG
wildly RB
. .
On IN
the AT
outskirts NNS
of IN
the AT
rabble NN
the AT
Camaret NP
brothers NNS
and CC
Gaspard NP
Favre NP
shook VBD
their PP$
fists NNS
. .
`` ``
Are BER
you PPSS
going VBG
to TO
comply VB
with IN
the AT
demands NNS
of IN
Bern NP
'' ''
? .
? .
The AT
chinless JJ
Jake NP
called VBD
. .
`` ``
Arianist NP
'' ''
! .
! .
A AT
rowdy NN
with IN
a AT
big JJ
blob NN
of IN
a AT
nose NN
roared VBD
. .
`` ``
Heretic JJ
'' ''
! .
! .
John NP
lifted VBD
his PP$
hand NN
for IN
silence NN
. .
`` ``
Know VB
this DT
: :
the AT
ministers NNS
will MD
not *
yield VB
to IN
the AT
demands NNS
of IN
Bern NP
'' ''
. .
His PP$
voice NN
shook VBD
a AT
little AP
. .
Somebody PN
heaved VBD
a AT
stone NN
. .
For IN
an AT
instant NN
John NP
was BEDZ
stunned VBN
. .
When WRB
he PPS
felt VBD
the AT
side NN
of IN
his PP$
head NN
, ,
his PP$
fingers NNS
came VBD
away RB
covered VBN
with IN
blood NN
. .
Before CS
he PPS
could MD
duck VB
, ,
another DT
stone NN
struck VBD
him PPO
. .
And CC
another DT
. .
`` ``
Let VB
him PPO
be BE
now RB
'' ''
! .
! .
Pierre NP
Ameaux NP
, ,
the AT
gaming-card NN
manufacturer NN
said VBD
, ,
his PP$
little JJ
pig NN
eyes NNS
glaring VBG
. .
`` ``
We PPSS
have HV
taught VBN
him PPO
a AT
lesson NN
'' ''
. .
The AT
crowd NN
moved VBD
back RB
and CC
John NP
started VBD
dizzily RB
down IN
the AT
hill NN
. .
Fists NNS
pummeled VBD
him PPO
as CS
he PPS
staggered VBD
forward RB
. .
Then RB
he PPS
slipped VBD
and CC
went VBD
down RP
on IN
his PP$
hands NNS
and CC
knees NNS
in IN
the AT
melting VBG
snow NN
. .
At IN
once RB
a AT
bevy NN
of IN
dogs NNS
was BEDZ
snapping VBG
and CC
snarling VBG
around IN
him PPO
. .
One CD
, ,
more QL
horrible JJ
than CS
the AT
rest NN
, ,
lunged VBD
, ,
growling VBG
deep RB
in IN
his PP$
throat NN
, ,
his PP$
hair NN
bristling VBG
. .
With IN
great JJ
difficulty NN
John NP
clambered VBD
to IN
his PP$
feet NNS
and CC
started VBD
to TO
run VB
, ,
sweat NN
pouring VBG
down IN
his PP$
face NN
. .
Standing VBG
in IN
the AT
shelter NN
of IN
the AT
tent NN
-- --
a AT
rejected VBN
hospital NN
tent NN
on IN
which WDT
the AT
rain NN
now RB
dripped VBD
, ,
no QL
longer RBR
drumming VBG
-- --
Adam NP
watched VBD
his PP$
own JJ
hands NNS
touch VB
the AT
objects NNS
on IN
the AT
improvised VBN
counter NN
of IN
boards NNS
laid VBN
across IN
two CD
beer NN
barrels NNS
. .
There EX
was BEDZ
, ,
of IN
course NN
, ,
no AT
real JJ
need NN
to TO
rearrange VB
everything PN
. .
A AT
quarter NN
inch NN
this DT
way NN
or CC
that DT
for IN
the AT
hardbake NN
, ,
or CC
the AT
toffee NN
, ,
or CC
the AT
barley NN
sugar NN
, ,
or CC
the AT
sardines NNS
, ,
or CC
the AT
bitters NNS
, ,
or CC
the AT
condensed VBN
milk NN
, ,
or CC
the AT
stationery NN
, ,
or CC
the AT
needles NNS
-- --
what WDT
could MD
it PPS
mean VB
? .
? .
Adam NP
watched VBD
his PP$
own JJ
hands NNS
make VB
the AT
caressing VBG
, ,
anxious JJ
movement NN
that WPS
, ,
when WRB
rain NN
falls VBZ
and CC
nobody PN
comes VBZ
, ,
and CC
ruin NN
draws VBZ
close RB
like CS
a AT
cat NN
rubbing VBG
against IN
the AT
ankles NNS
, ,
has HVZ
been BEN
the AT
ritual NN
of IN
stall NN
vendors NNS
, ,
forever RB
. .
He PPS
recognized VBD
the AT
gesture NN
. .
He PPS
knew VBD
its PP$
meaning NN
. .
He PPS
had HVD
seen VBN
a AT
dry JJ
, ,
old JJ
, ,
yellowing VBG
hand NN
reach VB
out RP
, ,
with IN
that DT
painful JJ
solicitude NN
, ,
to TO
touch VB
, ,
to TO
rearrange VB
, ,
to TO
shift VB
aimlessly RB
, ,
some DTI
object NN
worth JJ
a AT
pfennig NN
. .
Back RB
in IN
Bavaria NP
he PPS
had HVD
seen VBN
that DT
gesture NN
, ,
and CC
at IN
that DT
sight NN
his PP$
heart NN
had HVD
always RB
died VBN
within IN
him PPO
. .
On IN
such JJ
occasions NNS
he PPS
had HVD
not *
had HVN
the AT
courage NN
to TO
look VB
at IN
the AT
face NN
above IN
the AT
hand NN
, ,
whatever WDT
face NN
it PPS
might MD
be BE
. .
Now RB
the AT
face NN
was BEDZ
his PP$
own JJ
. .
He PPS
wondered VBD
what WDT
expression NN
, ,
as CS
he PPS
made VBD
that DT
gesture NN
, ,
was BEDZ
on IN
his PP$
face NN
. .
He PPS
wondered VBD
if CS
it PPS
wore VBD
the AT
old JJ
anxiety NN
, ,
or CC
the AT
old JJ
, ,
taut JJ
stoicism NN
. .
But CC
there EX
was BEDZ
no AT
need NN
, ,
he PPS
remembered VBD
, ,
for IN
his PP$
hand NN
to TO
reach VB
out RP
, ,
for IN
his PP$
face NN
to TO
show VB
concern NN
or CC
stoicism NN
. .
It PPS
was BEDZ
nothing PN
to IN
him PPO
if CS
rain NN
fell VBD
and CC
nobody PN
came VBD
. .
Then RB
why WRB
was BEDZ
he PPS
assuming VBG
the AT
role NN
-- --
the AT
gesture NN
and CC
the AT
suffering NN
? .
? .
What WDT
was BEDZ
he PPS
expiating VBG
? .
? .
Or CC
was BEDZ
he PPS
now RB
taking VBG
the AT
role NN
-- --
the AT
gesture NN
and CC
the AT
suffering NN
-- --
because CS
it PPS
was BEDZ
the AT
only AP
way NN
to TO
affirm VB
his PP$
history NN
and CC
identity NN
in IN
the AT
torpid JJ
, ,
befogged VBN
loneliness NN
of IN
this DT
land NN
. .
This DT
was BEDZ
Virginia NP
. .
He PPS
looked VBD
out RP
of IN
the AT
tent NN
at IN
the AT
company NN
street NN
. .
The AT
rain NN
dripped VBD
on IN
the AT
freezing VBG
loblolly NN
of IN
the AT
street NN
. .
Beyond IN
that DT
misty JJ
gray NN
of IN
the AT
rain NN
, ,
he PPS
saw VBD
the AT
stretching VBG
hutment NN
, ,
low JJ
diminutive JJ
log NN
cabins NNS
, ,
chinked VBN
with IN
mud NN
, ,
with IN
doorways NNS
a AT
man NN
would MD
have HV
to TO
crouch VB
to TO
get VB
through IN
, ,
with IN
roofs NNS
of IN
tenting VBG
laid VBN
over IN
boughs NNS
or CC
boards NNS
from IN
hardtack NN
boxes NNS
, ,
or CC
fence NN
rails NNS
, ,
with IN
cranky JJ
chimneys NNS
of IN
sticks NNS
and CC
dried VBN
mud NN
. .
The AT
chimney NN
of IN
the AT
hut NN
across RB
from IN
him PPO
was BEDZ
surmounted VBN
by IN
a AT
beef NN
barrel NN
with IN
ends NNS
knocked VBN
out RP
. .
In IN
this DT
heavy JJ
air NN
, ,
however RB
, ,
that DT
device NN
did DOD
not *
seem VB
to TO
help VB
. .
The AT
smoke NN
from IN
that DT
chimney NN
rose VBD
as QL
sluggishly RB
as CS
smoke NN
from IN
any DTI
other AP
, ,
and CC
hung VBD
as QL
sadly RB
in IN
the AT
drizzle NN
, ,
creeping VBG
back RB
down RP
along IN
the AT
sopping JJ
canvas NN
of IN
the AT
roof NN
. .
Over IN
the AT
door NN
was BEDZ
a AT
board NN
with IN
large JJ
, ,
inept JJ
lettering NN
: :
home NN-NC
sweet JJ-NC
home NN-NC
. .
This DT
was BEDZ
the AT
hut NN
of IN
Simms NP
Purdew NP
, ,
the AT
hero NN
. .
The AT
men NNS
were BED
huddled VBN
in IN
those DTS
lairs NNS
. .
Adam NP
knew VBD
the AT
names NNS
of IN
some DTI
. .
He PPS
knew VBD
the AT
faces NNS
of IN
all ABN
, ,
hairy JJ
or CC
shaven VBN
, ,
old JJ
or CC
young JJ
, ,
fat JJ
or CC
thin JJ
, ,
suffering VBG
or CC
hardened VBN
, ,
sad JJ
or CC
gay JJ
, ,
good JJ
or CC
bad JJ
. .
When WRB
they PPSS
stood VBD
about IN
his PP$
tent NN
, ,
chaffing VBG
each DT
other AP
, ,
exchanging VBG
their PP$
obscenities NNS
, ,
cursing VBG
command NN
or CC
weather NN
, ,
he PPS
had HVD
studied VBN
their PP$
faces NNS
. .
He PPS
had HVD
had HVN
the AT
need NN
to TO
understand VB
what WDT
life NN
lurked VBD
behind IN
the AT
mask NN
of IN
flesh NN
, ,
behind IN
the AT
oath NN
, ,
the AT
banter NN
, ,
the AT
sadness NN
. .
Once RB
covertly RB
looking VBG
at IN
Simms NP
Purdew NP
, ,
the AT
only AP
man NN
in IN
the AT
world NN
whom WPO
he PPS
hated VBD
, ,
he PPS
had HVD
seen VBN
the AT
heavy JJ
, ,
slack JJ
, ,
bestubbled JJ
jaw NN
open VB
and CC
close VB
to TO
emit VB
the AT
cruel JJ
, ,
obscene JJ
banter NN
, ,
and CC
had HVD
seen VBN
the AT
pale-blue JJ
eyes NNS
go VB
watery JJ
with IN
whisky NN
and CC
merriment NN
, ,
and CC
suddenly RB
he PPS
was BEDZ
not *
seeing VBG
the AT
face NN
of IN
that DT
vile JJ
creature NN
. .
He PPS
was BEDZ
seeing VBG
, ,
somehow RB
, ,
the AT
face NN
of IN
a AT
young JJ
boy NN
, ,
the AT
boy NN
Simms NP
Purdew NP
must MD
once RB
have HV
been BEN
, ,
a AT
boy NN
with IN
sorrel JJ
hair NN
, ,
and CC
blue JJ
eyes NNS
dancing VBG
with IN
gaiety NN
, ,
and CC
the AT
boy NN
mouth NN
grinning VBG
trustfully RB
among IN
the AT
freckles NNS
. .
In IN
that DT
moment NN
of IN
vision NN
Adam NP
heard VBD
the AT
voice NN
within IN
himself PPL
saying VBG
: :
I PPSS
must MD
not *
hate VB
him PPO
, ,
I PPSS
must MD
not *
hate VB
him PPO
or CC
I PPSS
shall MD
die VB
. .
His PP$
heart NN
suddenly RB
opened VBD
to IN
joy NN
. .
He PPS
thought VBD
that CS
if CS
once RB
, ,
only RB
once RB
, ,
he PPS
could MD
talk VB
with IN
Simms NP
Purdew NP
, ,
something PN
about IN
his PP$
own JJ
life NN
, ,
and CC
all ABN
life NN
, ,
would MD
be BE
clear JJ
and CC
simple JJ
. .
If CS
Simms NP
Purdew NP
would MD
turn VB
to IN
him PPO
and CC
say VB
: :
`` ``
Adam NP
, ,
you PPSS
know VB
when WRB
I PPSS
was BEDZ
a AT
boy NN
, ,
it PPS
was BEDZ
a AT
funny JJ
thing NN
happened VBD
. .
Lemme VB+PPO
tell VB
you PPO
now RB
'' ''
-- --
If CS
only RB
Simms NP
Purdew NP
could MD
do DO
that DT
, ,
whatever WDT
the AT
thing NN
he PPS
remembered VBD
and CC
told VBD
. .
It PPS
would MD
be BE
a AT
sign NN
for IN
the AT
untellable JJ
, ,
and CC
he PPS
, ,
Adam NP
, ,
would MD
understand VB
. .
Now RB
, ,
Adam NP
, ,
in IN
the AT
gray JJ
light NN
of IN
afternoon NN
, ,
stared VBD
across RB
at IN
the AT
hut NN
opposite IN
his PP$
tent NN
, ,
and CC
thought VBD
of IN
Simms NP
Purdew NP
lying VBG
in IN
there RB
in IN
the AT
gloom NN
, ,
snoring VBG
on IN
his PP$
bunk NN
, ,
with IN
the AT
fumes NNS
of IN
whisky NN
choking VBG
the AT
air NN
. .
He PPS
saw VBD
the AT
sign NN
above IN
the AT
door NN
of IN
the AT
hut NN
: :
home NN-NC
sweet JJ-NC
home NN-NC
. .
He PPS
saw VBD
the AT
figure NN
of IN
a AT
man NN
in IN
a AT
poncho NN
coming VBG
up IN
the AT
company NN
street NN
, ,
with IN
an AT
armful NN
of IN
wood NN
. .
It PPS
was BEDZ
Pullen NP
James NP
, ,
the AT
campmate NN
of IN
Simms NP
Purdew NP
. .
He PPS
carried VBD
the AT
wood NN
, ,
carried VBD
the AT
water NN
, ,
did DOD
the AT
cooking NN
, ,
cleaning NN
and CC
mending VBG
, ,
and CC
occasionally RB
got VBD
a AT
kick NN
in IN
the AT
butt NN
for IN
his PP$
pains NNS
. .
Adam NP
watched VBD
the AT
moisture NN
flow NN
from IN
the AT
poncho NN
. .
It PPS
gave VBD
the AT
rubberized VBN
fabric NN
a AT
dull JJ
gleam NN
, ,
like CS
metal NN
. .
Pullen NP
James NP
humbly RB
lowered VBD
his PP$
head NN
, ,
pushed VBD
aside RB
the AT
hardtack-box NN
door NN
of IN
the AT
hut NN
, ,
and CC
was BEDZ
gone VBN
from IN
sight NN
. .
Adam NP
stared VBD
at IN
the AT
door NN
and CC
remembered VBD
that CS
Simms NP
Purdew NP
had HVD
been BEN
awarded VBN
the AT
Medal NN-TL
of IN-TL
Honor NN-TL
for IN
gallantry NN
at IN
Antietam NP
. .
The AT
street NN
was BEDZ
again RB
empty JJ
. .
The AT
drizzle NN
was BEDZ
slacking VBG
off RP
now RB
, ,
but CC
the AT
light NN
was BEDZ
grayer JJR
. .
With IN
enormous JJ
interest NN
, ,
Adam NP
watched VBD
his PP$
hands NNS
as CS
they PPSS
touched VBD
and CC
shifted VBD
the AT
objects NNS
on IN
the AT
board NN
directly RB
before IN
him PPO
. .
Into IN
the AT
emptiness NN
of IN
the AT
street NN
, ,
and CC
his PP$
spirit NN
, ,
moved VBD
a AT
form NN
. .
The AT
form NN
was BEDZ
swathed VBN
in IN
an AT
army NN
blanket NN
, ,
much QL
patched VBN
, ,
fastened VBN
at IN
the AT
neck NN
with IN
a AT
cord NN
. .
From IN
under IN
the AT
shapeless JJ
huddle NN
of IN
blanket NN
the AT
feet NNS
moved VBD
in IN
the AT
mud NN
. .
The AT
feet NNS
wore VBD
army NN
shoes NNS
, ,
in IN
obvious JJ
disrepair NN
. .
The AT
head NN
was BEDZ
wrapped VBN
in IN
a AT
turban NN
and CC
on IN
top NN
of IN
the AT
turban NN
rode VBD
a AT
great JJ
hamper NN
across IN
which WDT
a AT
piece NN
of IN
poncho NN
had HVD
been BEN
flung VBN
. .
The AT
gray JJ
face NN
stared VBD
straight QL
ahead RB
in IN
the AT
drizzle NN
. .
Moisture NN
ran VBD
down IN
the AT
cheeks NNS
, ,
gathered VBD
at IN
the AT
tip NN
of IN
the AT
nose NN
, ,
and CC
at IN
the AT
chin NN
. .
The AT
figure NN
was BEDZ
close JJ
enough QLP
now RB
for IN
him PPO
to TO
see VB
the AT
nose NN
twitching VBG
to TO
dislodge VB
the AT
drop NN
clinging VBG
there RB
. .
The AT
figure NN
stopped VBD
and CC
one CD
hand NN
was BEDZ
perilously RB
freed VBN
from IN
the AT
hamper NN
to TO
scratch VB
the AT
nose NN
. .
Then RB
the AT
figure NN
moved VBD
on RP
. .
This DT
was BEDZ
one CD
of IN
the AT
Irish JJ
women NNS
who WPS
had HVD
built VBN
their PP$
own JJ
huts NNS
down RP
near IN
the AT
river NN
. .
They PPSS
did DOD
washing VBG
. .
Adam NP
recognized VBD
this DT
one CD
. .
He PPS
recognized VBD
her PPO
because CS
she PPS
was BEDZ
the AT
one CD
who WPS
, ,
in IN
a AT
winter NN
twilight NN
, ,
on IN
the AT
edge NN
of IN
camp NN
, ,
had HVD
once RB
stopped VBD
him PPO
and CC
reached VBD
down RP
her PP$
hand NN
to TO
touch VB
his PP$
fly NN
. .
`` ``
Slice NN
o' IN
mutton NN
, ,
bhoy NN
'' ''
? .
? .
She PPS
had HVD
queried VBN
in IN
her PP$
soft JJ
guttural JJ
. .
`` ``
Slice NN
o' IN
mutton NN
'' ''
? .
? .
Her PP$
name NN
was BEDZ
Mollie NP
. .
They PPSS
called VBD
her PPO
Mollie NP-TL
the AT-TL
Mutton NN-TL
, ,
and CC
laughed VBD
. .
Looking VBG
down IN
the AT
street NN
after IN
her PPO
, ,
Adam NP
saw VBD
that CS
she PPS
had HVD
again RB
stopped VBN
and CC
again RB
removed VBN
one CD
hand NN
from IN
the AT
basket NN
. .
He PPS
could MD
not *
make VB
out RP
, ,
but CC
he PPS
knew VBD
that CS
again RB
she PPS
was BEDZ
scratching VBG
her PP$
nose NN
. .
Mollie NP-TL
the AT-TL
Mutton NN-TL
was BEDZ
scratching VBG
her PP$
nose NN
. .
The AT
words NNS
ran VBD
crazily RB
in IN
his PP$
head NN
: :
Mollie NP-TL
the AT-TL
Mutton NN-TL
is BEZ
scratching VBG
her PP$
nose NN
in IN
the AT
rain NN
. .
Then RB
the AT
words NNS
fell VB
into IN
a AT
pattern NN
: :
`` ``
Mollie NP-TL
the AT-TL
Mutton NN-TL
is BEZ
scratching VBG
her PP$
nose NN
, ,
Scratching VBG
her PP$
nose NN
in IN
the AT
rain NN
. .
Mollie NP-TL
the AT-TL
Mutton NN-TL
is BEZ
scratching VBG
her PP$
nose NN
in IN
the AT
rain NN
'' ''
. .
The AT
pattern NN
would MD
not *
stop VB
. .
It PPS
came VBD
again RB
and CC
again RB
. .
He PPS
felt VBD
trapped VBN
in IN
that DT
pattern NN
, ,
in IN
the AT
repetition NN
. .
Suddenly RB
he PPS
thought VBD
he PPS
might MD
weep VB
. .
`` ``
What's WDT+BEZ
the AT
matter NN
with IN
me PPO
'' ''
? .
? .
He PPS
demanded VBD
out RP
loud RB
. .
He PPS
looked VBD
wildly RB
around RB
, ,
at IN
the AT
now RB
empty JJ
street NN
, ,
at IN
the AT
mud NN
, ,
at IN
the AT
rain NN
. .
`` ``
Oh UH
, ,
what's WDT+BEZ
the AT
matter NN
with IN
me PPO
'' ''
? .
? .
He PPS
demanded VBD
. .
When WRB
he PPS
had HVD
stored VBN
his PP$
stock NN
in IN
the AT
great JJ
oak NN
chest NN
, ,
locked VBN
the AT
two CD
big JJ
hasps NNS
and CC
secured VBN
the AT
additional JJ
chain NN
, ,
tied VBN
the AT
fly NN
of IN
the AT
tent NN
, ,
and CC
picked VBN
up RP
the AT
cash NN
box NN
, ,
he PPS
moved VBD
up IN
the AT
darkening VBG
street NN
. .
He PPS
would MD
consign VB
the AT
cash NN
box NN
into IN
the AT
hands NNS
of IN
Jed NP
Hawksworth NP
, ,
then RB
stand VB
by RB
while CS
his PP$
employer NN
checked VBD
the AT
contents NNS
and CC
the AT
list NN
of IN
items NNS
sold VBN
. .
Then RB
he PPS
-- --
Then RB
what WDT
? .
? .
He PPS
did DOD
not *
know VB
. .
His PP$
mind NN
closed VBD
on IN
that DT
prospect NN
, ,
as CS
though CS
fog NN
had HVD
descended VBN
to TO
blot VB
out RP
a AT
valley NN
. .
Far RB
off RP
, ,
in IN
the AT
dusk NN
, ,
he PPS
heard VBD
voices NNS
singing VBG
, ,
muffled VBN
but CC
strong JJ
. .
In IN
one CD
of IN
the AT
huts NNS
a AT
group NN
of IN
men NNS
were BED
huddled VBN
together RB
, ,
singing VBG
. .
He PPS
stopped VBD
. .
He PPS
strained VBD
to TO
hear VB
. .
He PPS
heard VBD
the AT
words NNS
: :
`` ``
Rock NN
of IN
Ages NNS
, ,
cleft VBN
for IN
me PPO
, ,
Let VB
me PPO
hide VB
myself PPL
in IN
Thee PPO
! .
! .
Let VB
the AT
water NN
and CC
the AT
blood NN
From IN
Thy PP$
riven VBN
side NN
flow VB
! .
! .
'' ''
He PPS
thought VBD
: :
I PPSS
am BEM
a AT
Jew NP
from IN
Bavaria NP
. .
He PPS
was BEDZ
standing VBG
there RB
, ,
he PPS
thought VBD
, ,
in IN
Virginia NP
, ,
in IN
the AT
thickening VBG
dusk NN
, ,
in IN
a AT
costly JJ
greatcoat NN
that WPS
had HVD
belonged VBN
to IN
another DT
Jew NP
. .
That DT
other AP
Jew NP
, ,
a AT
young JJ
man NN
too RB
, ,
had HVD
left VBN
that DT
greatcoat NN
behind RB
, ,
in IN
a AT
rich JJ
house NN
, ,
and CC
marched VBN
away RB
. .
He PPS
had HVD
crossed VBN
the AT
river NN
which WDT
now RB
, ,
beyond IN
the AT
woods NNS
yonder RB
, ,
was BEDZ
sliding VBG
darkly RB
under IN
the AT
mist NN
. .
He PPS
had HVD
plunged VBN
into IN
the AT
dark JJ
woods NNS
beyond RB
. .
He PPS
had HVD
died VBN
there RB
. .
What WDT
had HVD
that DT
man NN
, ,
that DT
other AP
young JJ
Jew NP
, ,
felt VBN
as CS
he PPS
stood VBD
in IN
the AT
twilight NN
and CC
heard VBD
other AP
men NNS
, ,
far RB
away RB
, ,
singing VBG
together RB
? .
? .
Adam NP
thought VBD
of IN
the AT
hutments NNS
, ,
regiment NN
after IN
regiment NN
, ,
row NN
after IN
row NN
, ,
the AT
thousands NNS
of IN
huts NNS
, ,
stretching VBG
away RB
into IN
the AT
night NN
. .
He PPS
thought VBD
of IN
the AT
men NNS
, ,
the AT
nameless JJ
thousands NNS
, ,
huddling VBG
in IN
them PPO
. .
He PPS
thought VBD
of IN
Simms NP
Purdew NP
snoring VBG
on IN
his PP$
bunk NN
while CS
Pullen NP
James NP
crouched VBD
by IN
the AT
hearth NN
, ,
skirmishing VBG
an AT
undershirt NN
for IN
lice NNS
, ,
and CC
a AT
wet JJ
log NN
sizzled VBD
. .
He PPS
thought VBD
of IN
Simms NP
Purdew NP
, ,
who WPS
once RB
had HVD
risen VBN
at IN
the AT
edge NN
of IN
a AT
cornfield NN
, ,
a AT
maniacal JJ
scream NN
on IN
his PP$
lips NNS
, ,
and CC
swung VBN
a AT
clubbed VBN
musket NN
like CS
a AT
flail NN
to TO
beat VB
down RP
